hypothesis,unit,branch,trade_count,expectancy_r,profit_factor,win_rate,average_win_r,average_loss_r,max_drawdown_r,total_r,annual_trade_frequency,monthly_trade_frequency
H4_LONDON_SWEEP_REVERSAL,EURUSD,london_open_sweep_high,1473,-0.09987029209566615,0.8159655088778727,0.4983027834351663,0.8886189772347659,-1.0816715420124958,167.8379361666275,-147.10894025691624,491.0,40.916666666666664
H4_LONDON_SWEEP_REVERSAL,EURUSD,london_open_sweep_low,1606,-0.05054449589246676,0.9019590190369461,0.523038605230386,0.8890358661028921,-1.0808937179239306,94.23466147179813,-81.17446040330162,535.3333333333334,44.611111111111114
H4_LONDON_SWEEP_REVERSAL,GBPAUD,london_open_sweep_high,1670,-0.039406844843130215,0.9231177892207812,0.5287425149700599,0.8948674032514857,-1.0876459313330231,66.50943088802767,-65.80943088802746,556.6666666666666,46.388888888888886
H4_LONDON_SWEEP_REVERSAL,GBPAUD,london_open_sweep_low,1731,-0.0702705251774407,0.8670206678306834,0.5135759676487579,0.8921005535732449,-1.086360654642238,129.46790565549003,-121.63827908214986,577.0,48.083333333333336
H4_LONDON_SWEEP_REVERSAL,GBPJPY,london_open_sweep_high,1525,-0.08926655773963556,0.834215373525259,0.5049180327868853,0.8896144744527549,-1.087595557459027,153.03150055294398,-136.13150055294423,508.3333333333333,42.361111111111114
H4_LONDON_SWEEP_REVERSAL,GBPJPY,london_open_sweep_low,1595,-0.08857337028411912,0.8351587935442902,0.5053291536050156,0.8880391033302828,-1.0862281912387552,150.86768678163273,-141.27452560317,531.6666666666666,44.30555555555556
H4_LONDON_SWEEP_REVERSAL,GBPUSD,london_open_sweep_high,1481,-0.05951282631121829,0.8856211572398685,0.5178933153274814,0.8897593393543757,-1.079249172341345,111.40708414605564,-88.13849576691429,493.6666666666667,41.138888888888886
H4_LONDON_SWEEP_REVERSAL,GBPUSD,london_open_sweep_low,1508,-0.042593635041230225,0.9163421424686339,0.5258620689655172,0.8872045933064198,-1.073824397390442,70.82249583997576,-64.23120164217518,502.6666666666667,41.888888888888886
H4_LONDON_SWEEP_REVERSAL,NZDUSD,london_open_sweep_high,1685,-0.12391450653867883,0.7791633655187413,0.486646884272997,0.8983914486791171,-1.0930369149532368,213.19594351767373,-208.79594351767383,561.6666666666666,46.80555555555556
H4_LONDON_SWEEP_REVERSAL,NZDUSD,london_open_sweep_low,1774,-0.08525132542767151,0.8415688200131481,0.5062006764374295,0.8945969195603534,-1.0897076313628842,154.83585130868912,-151.23585130868926,591.3333333333334,49.27777777777778
H4_LONDON_SWEEP_REVERSAL,USDCAD,london_open_sweep_high,1899,-0.08412941203479715,0.8432282739355533,0.5055292259083728,0.8951153519772066,-1.085274218692437,172.96175345407917,-159.76175345407978,633.0,52.75
H4_LONDON_SWEEP_REVERSAL,USDCAD,london_open_sweep_low,1840,-0.14209138691536422,0.7501253049307356,0.4766304347826087,0.8949474236156564,-1.086518216443615,275.50892156674513,-261.4481519242702,613.3333333333334,51.111111111111114
H4_LONDON_SWEEP_REVERSAL,USDCHF,london_open_sweep_high,1621,-0.07288271094550759,0.8615962751846827,0.5107958050586058,0.8882459394310722,-1.076431919661533,122.88883623542051,-118.14287444266782,540.3333333333334,45.02777777777778
H4_LONDON_SWEEP_REVERSAL,USDCHF,london_open_sweep_low,1528,-0.10977073107746343,0.7999980491484436,0.49607329842931935,0.8851062375101704,-1.0891431235312639,178.69466009347133,-167.72967708636412,509.3333333333333,42.44444444444444
H4_LONDON_SWEEP_REVERSAL,USDJPY,london_open_sweep_high,1687,-0.10722595585085208,0.8047510949119948,0.4943687018375815,0.8939679056154679,-1.0861188989492236,184.25947233433342,-180.89018752038746,562.3333333333334,46.861111111111114
H4_LONDON_SWEEP_REVERSAL,USDJPY,london_open_sweep_low,1704,-0.11965299917255258,0.7842400595297201,0.49002347417840375,0.887533823606886,-1.0874332028789178,218.0887105900294,-203.8887105900296,568.0,47.333333333333336
H5_PEER_CONVERGENCE,AUDUSD_NZDUSD,convergence,7178,-0.28951314665579747,0.5173586449866426,0.42156589579269993,0.7361562418664429,-1.0370265304872759,2081.379695462286,-2078.1253666953144,2392.6666666666665,199.38888888888889
H5_PEER_CONVERGENCE,EURJPY_GBPJPY,convergence,7870,-0.26854251613615143,0.5441546137769112,0.4358322744599746,0.7355266592369689,-1.0442085682825033,2113.971642709896,-2113.429601991512,2623.3333333333335,218.61111111111111
H5_PEER_CONVERGENCE,EURUSD_GBPUSD,convergence,8385,-0.2737725150261243,0.5422022048230465,0.4355396541443053,0.7444743278142336,-1.0594554793305795,2299.204269246291,-2295.5825384940526,2795.0,232.91666666666666
