pair,signal_dt,entry_dt,exit_dt,side,entry,signal_close,stop,target,exit,reason,r,atr,execution_tf,year
USDJPY,2021-05-27 16:00:00,2021-05-27 16:00:00,2021-05-28 12:00:00,1,109362.0,109355.0,109038.5989408124,110170.50264796901,110163.50264796901,TP,2.478355049245727,184.8006052500591,h4,2021
USDJPY,2021-06-23 12:00:00,2021-06-23 12:00:00,2021-06-25 12:00:00,1,110911.0,110905.0,110546.13862767624,111823.15343080943,110539.13862767624,SL,-1.0191853688303991,208.4922127564388,h4,2021
USDJPY,2021-07-01 12:00:00,2021-07-01 12:00:00,2021-07-02 16:00:00,1,111410.0,111402.0,111062.92636793786,112277.68408015536,111257.0,FRIDAY,-0.4408286480622235,198.3277897497959,h4,2021
USDJPY,2021-07-23 12:00:00,2021-07-23 12:00:00,2021-07-23 16:00:00,1,110492.0,110484.0,110112.94815314088,111439.6296171478,110476.0,FRIDAY,-0.042210584469059606,216.6010553480695,h4,2021
USDJPY,2021-08-11 12:00:00,2021-08-11 12:00:00,2021-08-11 12:00:00,1,110802.0,110796.0,110524.43345212385,111495.91636969039,110517.43345212385,SL,-1.0252191773596622,158.60945592923045,h4,2021
USDJPY,2021-09-01 12:00:00,2021-09-01 12:00:00,2021-09-01 12:00:00,1,110378.0,110371.0,110045.79015405837,111208.52461485408,110038.79015405837,SL,-1.0210710190727725,189.83419768093216,h4,2021
USDJPY,2021-09-27 12:00:00,2021-09-27 12:00:00,2021-09-29 16:00:00,1,110920.0,110913.0,110555.95767956569,111830.10580108577,111823.10580108577,TP,2.4807714663733265,208.0241831053189,h4,2021
USDJPY,2021-10-08 08:00:00,2021-10-08 08:00:00,2021-10-08 12:00:00,1,111932.0,111926.0,111549.40139152588,112888.49652118531,111542.40139152588,SL,-1.0182959369034592,218.6277762709271,h4,2021
USDJPY,2021-10-11 08:00:00,2021-10-11 08:00:00,2021-10-15 00:00:00,1,112685.0,112678.0,112227.99513940563,113827.51215148595,113820.51215148595,TP,2.484682876258913,261.1456346253604,h4,2021
USDJPY,2021-10-15 08:00:00,2021-10-15 08:00:00,2021-10-15 16:00:00,1,113973.0,113966.0,113529.13498061421,115082.66254846446,114440.0,FRIDAY,1.0521216577197972,253.63715393473316,h4,2021
USDJPY,2021-11-16 16:00:00,2021-11-16 16:00:00,2021-11-17 16:00:00,1,114435.0,114425.0,114047.74683167337,115403.13292081658,114040.74683167337,SL,-1.018076030288508,221.28752475807715,h4,2021
