event,horizon,dispersion_regime,pair,event_count,mean_forward_return,median_forward_return,standard_error,t_statistic,directional_probability,p25,p50,p75
usd_weakest,16,high,GBPUSD,1177,0.03812270856635772,0.0304527964985096,0.023242959846890007,1.640183041122393,0.4715378079864061,-0.4014467656640589,0.0304527964985096,0.4479725115378757
usd_weakest,16,high,NZDUSD,706,0.0011806412105383728,0.0107206349444965,0.02860333556075206,0.04127634722987988,0.48583569405099153,-0.4031714964723184,0.0107206349444965,0.3919202776165741
usd_weakest,16,high,USDCAD,1134,-0.029400928757984883,-0.01746903568899705,0.026134651376999184,-1.1249788005154073,0.5008818342151675,-0.4949434679413335,-0.01746903568899705,0.4285382001354798
usd_weakest,16,high,USDCHF,840,0.028192806590588253,0.04481406454732115,0.028092630166842915,1.0035659325292927,0.4630952380952381,-0.37674421496607835,0.04481406454732115,0.43326372263822005
usd_weakest,16,high,USDJPY,1383,0.015323759073763798,0.0147595548801918,0.019843637514386978,0.7722253071118543,0.4938539407086045,-0.3653317407356249,0.0147595548801918,0.41988029300788204
usd_strong_minus_weak_change,16,high,usd,6794,-2.6170341376592274,-2.34839389553952,0.02042777515256309,-128.1115597814315,,-3.1560349770897713,-2.34839389553952,-1.7109599610499613
usd_residual_negative,16,high,AUDUSD,600,-0.02189819099577913,-0.00775066780204935,0.038874880672195855,-0.5632992466377186,0.51,-0.45165582205976196,-0.00775066780204935,0.4803785063825039
usd_residual_negative,16,high,EURUSD,715,-0.05533341898343252,0.0,0.030812530100206306,-1.7958090037877814,0.4979020979020979,-0.5190375924930949,0.0,0.4396487436892146
usd_residual_negative,16,high,GBPUSD,885,0.012987241028919527,0.0256687347785933,0.027721173535093336,0.4684953547323118,0.47909604519774013,-0.4453649019602913,0.0256687347785933,0.427578191437385
usd_residual_negative,16,high,NZDUSD,577,0.0017582237347252136,0.0,0.0387510750590426,0.04537225695148631,0.49220103986135183,-0.4678390286025598,0.0,0.4680664322883962
usd_residual_negative,16,high,USDCAD,861,0.0182673133677703,0.0325780398635858,0.030394931993050274,0.6009986589852241,0.46689895470383275,-0.4356087843959886,0.0325780398635858,0.4408912062706337
usd_residual_negative,16,high,USDCHF,781,0.02222959493309843,0.0191480892845559,0.030819013592528664,0.7212948223134392,0.4878361075544174,-0.4223897431030696,0.0191480892845559,0.4603658401010645
usd_residual_negative,16,high,USDJPY,1071,0.014069627993375442,0.0312867986195016,0.023999145927267686,0.5862553624206108,0.48366013071895425,-0.37560491412278996,0.0312867986195016,0.4347447183383304
usd_basket_persistence,16,high,usd,6794,-0.004163359590602574,0.0048449868417212005,0.007159988677829478,-0.5814757226494218,0.49411245216367383,-0.3009271969279472,0.0048449868417212005,0.2981665631643777
usd_residual_positive,16,high,AUDUSD,650,-0.010632425017729508,-0.03554582748697535,0.03434547383190246,-0.3095728150314052,0.46615384615384614,-0.45211141050086984,-0.03554582748697535,0.42185067940563503
usd_residual_positive,16,high,EURUSD,662,-0.007446564082148599,-0.0115030392288216,0.03352124815762084,-0.2221445945906901,0.4879154078549849,-0.42137723735302646,-0.0115030392288216,0.41654753789352933
usd_residual_positive,16,high,GBPUSD,882,-0.00840851734954644,-0.020566986338457202,0.029570484100806902,-0.2843550792364942,0.48412698412698413,-0.467557998609694,-0.020566986338457202,0.488639063730709
usd_residual_positive,16,high,NZDUSD,571,0.012739796534800927,0.0048182608121228,0.0343456411112017,0.3709290647262337,0.500875656742557,-0.4236621720281094,0.0048182608121228,0.4377635641132521
usd_residual_positive,16,high,USDCAD,925,-0.010764123349225826,-0.0203036811655084,0.027254817341139038,-0.3949438814612129,0.4821621621621622,-0.4570932993479378,-0.0203036811655084,0.4304919451241928
usd_residual_positive,16,high,USDCHF,784,0.04470308828097995,0.02536489790032105,0.031731008488177406,1.4088139775839708,0.5127551020408163,-0.438954117790587,0.02536489790032105,0.46206593511951055
